,decile_1,decile_1,decile_2,decile_2,decile_3,decile_3,decile_4,decile_4,decile_5,decile_5,decile_6,decile_6,decile_7,decile_7,decile_8,decile_8,decile_9,decile_9,decile_10,decile_10,long_short,long_short,long_only,long_only,benchmark_ew,benchmark_ew
2011-01-25,-0.0075106952778708335,-0.0075106952778708335,-0.013844395915225582,-0.013844395915225582,0.0029451897174662374,0.0029451897174662374,-0.016912200309425023,-0.016912200309425023,-0.01582699020001238,-0.01582699020001238,-0.02117983235623771,-0.02117983235623771,-0.016964813270574308,-0.016964813270574308,-0.015118749029814749,-0.015118749029814749,-0.006991790121499996,-0.006991790121499996,-0.00889359892341593,-0.00889359892341593,-0.0013477560440937827,-0.0013477560440937827,-0.00889359892341593,-0.00889359892341593,-0.011996127208446065,-0.011996127208446065
2011-01-26,0.01660805196310108,0.01660805196310108,0.010648492097850619,0.010648492097850619,0.01673421299576949,0.01673421299576949,0.015840314873556915,0.015840314873556915,0.015534059620690684,0.015534059620690684,0.022107727816411724,0.022107727816411724,0.024108988769085078,0.024108988769085078,0.016949021813948507,0.016949021813948507,0.00664420445479868,0.00664420445479868,0.004868030524858401,0.004868030524858401,-0.0125090311712724,-0.0125090311712724,0.004868030524858401,0.004868030524858401,0.014933993456980555,0.014933993456980555
2011-01-27,0.00901284127319715,0.00901284127319715,0.0019033169589353213,0.0019033169589353213,0.012530789519887743,0.012530789519887743,-0.0063226400027044435,-0.0063226400027044435,0.006966848340880077,0.006966848340880077,0.016902292185025876,0.016902292185025876,-0.007107458174202281,-0.007107458174202281,0.010525013018190884,0.010525013018190884,0.004580947123053913,0.004580947123053913,0.005191183138915677,0.005191183138915677,-0.0043141106957935715,-0.0043141106957935715,0.005191183138915677,0.005191183138915677,0.00545045828233702,0.00545045828233702
2011-01-28,-0.00903437749377916,-0.00903437749377916,0.017808315619774837,0.017808315619774837,0.0017826118937915485,0.0017826118937915485,0.003126165441223395,0.003126165441223395,0.0178886106683877,0.0178886106683877,-0.0005292421122091153,-0.0005292421122091153,0.012031609455966761,0.012031609455966761,-0.0023699280389881763,-0.0023699280389881763,0.013904034292242113,0.013904034292242113,0.010487081528806978,0.010487081528806978,0.02122450200631918,0.02122450200631918,0.010487081528806978,0.010487081528806978,0.006536583586701087,0.006536583586701087
2011-01-31,-0.036255061691103554,-0.036255061691103554,-0.014434581219554213,-0.014434581219554213,-0.009273689496141683,-0.009273689496141683,-0.018011859084960613,-0.018011859084960613,-0.015531066254484294,-0.015531066254484294,-0.00952019850506744,-0.00952019850506744,-0.017606185317432355,-0.017606185317432355,-0.015099117575165258,-0.015099117575165258,-0.018314885812049427,-0.018314885812049427,-0.0173258576193067,-0.0173258576193067,0.020492096243344395,0.020492096243344395,-0.0173258576193067,-0.0173258576193067,-0.01710049735420467,-0.01710049735420467
2011-02-01,0.011906630605076796,0.01152459337492604,-0.003965660525690251,-0.005022511283723707,0.017403772637097914,0.016695491797611716,-0.005201283148398184,-0.006380642538143642,0.0016197634407351114,8.848485981460602e-05,0.018985105633954502,0.017623557357882944,0.017952797911581442,0.016722437449455944,0.016919676725742905,0.015576839105883596,0.01121242028730074,0.01001452276227736,0.0006480077344546142,9.785895556717805e-05,-0.011278950324721926,-0.012225393006648731,0.0006480077344546142,9.785895556717805e-05,0.008749958780602585,0.008671681692933336
2011-02-02,-0.012427907234772865,-0.012427907234772865,0.007392211463112888,0.007392211463112888,0.005148723833462228,0.005148723833462228,0.00243709284446141,0.00243709284446141,0.005950081875931332,0.005950081875931332,0.012570841535790444,0.012570841535790444,0.005389596568510986,0.005389596568510986,0.0046170002861918545,0.0046170002861918545,0.0029557695409914765,0.0029557695409914765,0.0023691875526035966,0.0023691875526035966,0.015119328243116903,0.015119328243116903,0.0023691875526035966,0.0023691875526035966,0.003642164996969985,0.003642164996969985
2011-02-03,-0.023727159019985917,-0.023727159019985917,-0.009373468266019435,-0.009373468266019435,-0.030132554359565467,-0.030132554359565467,-0.009298896312572965,-0.009298896312572965,-0.001265428662560731,-0.001265428662560731,-0.014819395787368,-0.014819395787368,-0.014509919169920657,-0.014509919169920657,-0.01127363147974685,-0.01127363147974685,-0.013616491620008407,-0.013616491620008407,-0.007666501596593724,-0.007666501596593724,0.015958398872075542,0.015958398872075542,-0.007666501596593724,-0.007666501596593724,-0.013592115255680765,-0.013592115255680765
2011-02-04,0.0046873806409454795,0.0046873806409454795,-0.003686883642956818,-0.003686883642956818,-0.015036176867374622,-0.015036176867374622,0.005286926025758445,0.005286926025758445,-0.011539240996172255,-0.011539240996172255,-0.004939259762686412,-0.004939259762686412,-0.01756378152291194,-0.01756378152291194,-0.011582024523056442,-0.011582024523056442,-0.007875458153959566,-0.007875458153959566,-0.0014731548017711937,-0.0014731548017711937,-0.005923984532997048,-0.005923984532997048,-0.0014731548017711937,-0.0014731548017711937,-0.006425406498734165,-0.006425406498734165
2011-02-07,0.009222326612709515,0.009222326612709515,0.009920718758626806,0.009920718758626806,0.00865578052937526,0.00865578052937526,0.010614845926328212,0.010614845926328212,0.005356472617099697,0.005356472617099697,-0.0039869114295410756,-0.0039869114295410756,0.0018882476791700683,0.0018882476791700683,0.004293117593900185,0.004293117593900185,0.006185183458238368,0.006185183458238368,0.009433426221846293,0.009433426221846293,0.00033771503253892873,0.00033771503253892873,0.009433426221846293,0.009433426221846293,0.006131413655051245,0.006131413655051245
2011-02-08,-0.0020282726963226413,-0.0020282726963226413,0.008910978139530429,0.008910978139530429,-0.0031176618561011204,-0.0031176618561011204,0.0057720132101604,0.0057720132101604,9.745609235299602e-05,9.745609235299602e-05,-0.0005629645082044854,-0.0005629645082044854,0.011390982634959744,0.011390982634959744,0.005290862247568037,0.005290862247568037,-0.001304089913221298,-0.001304089913221298,0.0043469342617737956,0.0043469342617737956,0.006282791481552599,0.006282791481552599,0.0043469342617737956,0.0043469342617737956,0.0028872628492008236,0.0028872628492008236
2011-02-09,0.0013898117183553348,0.0013898117183553348,-0.0006968601992715553,-0.0006968601992715553,-0.0012681979086997957,-0.0012681979086997957,-0.013422569521259241,-0.013422569521259241,-0.015306103163931273,-0.015306103163931273,-0.002847464115486761,-0.002847464115486761,-0.007859203606729852,-0.007859203606729852,-0.008764068453520756,-0.008764068453520756,0.012293310505896472,0.012293310505896472,-0.006260225894327166,-0.006260225894327166,-0.007531149951401875,-0.007531149951401875,-0.006260225894327166,-0.006260225894327166,-0.004305285666831637,-0.004305285666831637
2011-02-10,0.0032940650662783306,0.0032940650662783306,-0.001033082424139277,-0.001033082424139277,0.004183230896790204,0.004183230896790204,-0.0023628210043900233,-0.0023628210043900233,-0.010789196805610855,-0.010789196805610855,0.0008959578328435339,0.0008959578328435339,-0.0018022949450140187,-0.0018022949450140187,-0.002700288569969298,-0.002700288569969298,0.007899589910807948,0.007899589910807948,-0.006072837206473797,-0.006072837206473797,-0.009224792064640983,-0.009224792064640983,-0.006072837206473797,-0.006072837206473797,-0.0008417571208851102,-0.0008417571208851102
2011-02-11,-0.003384447235813131,-0.003384447235813131,-0.009336326445799095,-0.009336326445799095,-0.010012152034753785,-0.010012152034753785,-0.0012262342861957733,-0.0012262342861957733,0.002674542080353489,0.002674542080353489,-0.013421862318405114,-0.013421862318405114,-0.004224112800655019,-0.004224112800655019,-0.0030838523102837035,-0.0030838523102837035,0.008541431632653682,0.008541431632653682,0.011548332439635834,0.011548332439635834,0.014808997592850296,0.014808997592850296,0.011548332439635834,0.011548332439635834,-0.0021868493287903277,-0.0021868493287903277
2011-02-14,0.0027849888978549917,0.0027849888978549917,-0.009141494353018764,-0.009141494353018764,-0.004834107253275603,-0.004834107253275603,-0.0003176268482592971,-0.0003176268482592971,-0.0023018008989900873,-0.0023018008989900873,0.005740550098154302,0.005740550098154302,-0.002350248125670968,-0.002350248125670968,-0.00484105490380475,-0.00484105490380475,-0.012788155912464641,-0.012788155912464641,-0.008772283799931628,-0.008772283799931628,-0.011383466509707077,-0.011383466509707077,-0.008772283799931628,-0.008772283799931628,-0.003727544808329874,-0.003727544808329874
2011-02-15,0.011924915291648363,0.011924915291648363,0.007822721991077874,0.007822721991077874,0.011389620357409135,0.011389620357409135,0.017961098836059487,0.017961098836059487,0.02279748508513641,0.02279748508513641,0.013840078417700616,0.013840078417700616,0.01037412537442237,0.01037412537442237,0.012813196780591684,0.012813196780591684,0.010153737537345595,0.010153737537345595,0.024284396707572875,0.024284396707572875,0.012347759899544824,0.012347759899544824,0.024284396707572875,0.024284396707572875,0.014332227443272472,0.014332227443272472
2011-02-16,-0.02515166209272336,-0.02515166209272336,-0.026686122162848873,-0.026686122162848873,-0.03111844778682052,-0.03111844778682052,-0.021611991807339397,-0.021611991807339397,-0.01419239242680858,-0.01419239242680858,-0.03307461315272466,-0.03307461315272466,-0.029476978958434624,-0.029476978958434624,-0.026438145194702813,-0.026438145194702813,-0.011191278542989356,-0.011191278542989356,-0.025824564644292256,-0.025824564644292256,-0.0011625659176384782,-0.0011625659176384782,-0.025824564644292256,-0.025824564644292256,-0.024443977992655425,-0.024443977992655425
2011-02-17,-0.00758907725035677,-0.00758907725035677,-0.003083317806728946,-0.003083317806728946,0.00795432380926229,0.00795432380926229,-0.012005673127886337,-0.012005673127886337,-0.005419092255995747,-0.005419092255995747,-0.01030299136782545,-0.01030299136782545,-8.114287917355707e-05,-8.114287917355707e-05,-0.0020430498763371616,-0.0020430498763371616,0.009742109653740508,0.009742109653740508,0.0032574975665448707,0.0032574975665448707,0.010480052266161242,0.010480052266161242,0.0032574975665448707,0.0032574975665448707,-0.0019470153520628319,-0.0019470153520628319
2011-02-18,-0.0055465983469249434,-0.0055465983469249434,-0.00814416639283564,-0.00814416639283564,0.0021401620415002157,0.0021401620415002157,0.01183839604974288,0.01183839604974288,0.007135840507820684,0.007135840507820684,0.008809929579985254,0.008809929579985254,0.010890441363308192,0.010890441363308192,0.0047920089860940245,0.0047920089860940245,-0.004015466844655086,-0.004015466844655086,0.005384351725817997,0.005384351725817997,0.010466916323329705,0.010466916323329705,0.005384351725817997,0.005384351725817997,0.003306361734866773,0.003306361734866773
2011-02-21,0.005073368371126369,0.005073368371126369,0.0063665524754131205,0.0063665524754131205,0.0075910864316416846,0.0075910864316416846,0.01775368907287727,0.01775368907287727,0.005277086152834931,0.005277086152834931,0.010452299108356867,0.010452299108356867,0.014922163135043187,0.014922163135043187,0.0033490529247661065,0.0033490529247661065,0.0111565375673255,0.0111565375673255,0.0112817158331577,0.0112817158331577,0.006199128495615111,0.006199128495615111,0.0112817158331577,0.0112817158331577,0.009353623646387718,0.009353623646387718
2011-02-22,0.0014953849327630176,0.0014953849327630176,0.0013441784787981035,0.0013441784787981035,-0.0031154644542611427,-0.0031154644542611427,-0.002765124818005748,-0.002765124818005748,-0.007501278517746948,-0.007501278517746948,0.001749229093064021,0.001749229093064021,0.0002670982911443884,0.0002670982911443884,-0.011589153775401735,-0.011589153775401735,-0.002947296032945148,-0.002947296032945148,0.0022348383512968066,0.0022348383512968066,0.0007851103248346491,0.0007851103248346491,0.0022348383512968066,0.0022348383512968066,-0.002082057641515953,-0.002082057641515953
2011-02-23,-0.018681459385244563,-0.018681459385244563,-0.017841167026053702,-0.017841167026053702,-0.03930208159143377,-0.03930208159143377,-0.015263294383544387,-0.015263294383544387,-0.022251512647352263,-0.022251512647352263,-0.023418627339062283,-0.023418627339062283,-0.02469234842237803,-0.02469234842237803,-0.014031607651449576,-0.014031607651449576,-0.016035807155744358,-0.016035807155744358,-0.020262084550215345,-0.020262084550215345,-0.0023819416650168006,-0.0023819416650168006,-0.020262084550215345,-0.020262084550215345,-0.02113010972958241,-0.02113010972958241
2011-02-24,0.004760522478793374,0.004760522478793374,0.0035985425645079167,0.0035985425645079167,0.004198169612948922,0.004198169612948922,-0.0009139253956606443,-0.0009139253956606443,0.01209722810097804,0.01209722810097804,0.0036259442632661917,0.0036259442632661917,0.014010483150160354,0.014010483150160354,0.01199056977145635,0.01199056977145635,0.002012823596804961,0.002012823596804961,0.00679298962576604,0.00679298962576604,0.002146951287741905,0.002146951287741905,0.00679298962576604,0.00679298962576604,0.006195004549806461,0.006195004549806461
2011-02-25,0.019067650052723557,0.019067650052723557,0.02004146546050927,0.02004146546050927,0.00047004085943131563,0.00047004085943131563,0.012506265554503623,0.012506265554503623,0.01318777512443127,0.01318777512443127,0.024335683220777594,0.024335683220777594,0.012930296748150076,0.012930296748150076,0.01198570282009136,0.01198570282009136,0.011199158179602988,0.011199158179602988,0.018682097511102412,0.018682097511102412,0.0004862072519511134,0.0004862072519511134,0.018682097511102412,0.018682097511102412,0.014476152423510904,0.014476152423510904
2011-02-28,-0.018903340592637957,-0.018903340592637957,-0.00985801770533819,-0.00985801770533819,-0.021178549320754296,-0.021178549320754296,-0.01723900288435797,-0.01723900288435797,-0.004505884686180045,-0.004505884686180045,-0.012782133282700649,-0.012782133282700649,-0.02296573793277569,-0.02296573793277569,-0.009402966541095905,-0.009402966541095905,-0.014998121428601588,-0.014998121428601588,-0.004302900894410495,-0.004302900894410495,0.013418739148794226,0.013418739148794226,-0.004302900894410495,-0.004302900894410495,-0.013556066168643872,-0.013556066168643872
2011-03-01,0.004078680689556524,0.0037023020976076283,0.005750960338132716,0.004870734213300868,0.010892785638056957,0.009889327948333441,0.026641509344446312,0.025585479383235597,0.011112365956045478,0.01025519066984199,0.009130851790536854,0.008099475749082038,0.009345181115687051,0.007845181115687052,0.026096150455014566,0.02473874276052887,0.001383417601769743,0.0005110865542141653,0.018785449031996526,0.018390201050648473,0.014622800323263352,0.013833493202291219,0.018785449031996526,0.018390201050648473,0.01232004337833148,0.012249158370192937
2011-03-02,-0.00775968423884078,-0.00775968423884078,-0.009327947419474666,-0.009327947419474666,-0.009950729519298417,-0.009950729519298417,-0.008647648747908842,-0.008647648747908842,-0.012411084596398059,-0.012411084596398059,-0.013739676701479126,-0.013739676701479126,-0.007189736458261139,-0.007189736458261139,-0.0077519341512294,-0.0077519341512294,-0.006088211443119434,-0.006088211443119434,0.00544011241685769,0.00544011241685769,0.013158598497439701,0.013158598497439701,0.00544011241685769,0.00544011241685769,-0.0077343794435427915,-0.0077343794435427915
2011-03-03,-0.00287978683227864,-0.00287978683227864,0.010142961710330722,0.010142961710330722,-0.008422797229787357,-0.008422797229787357,-0.006914786002705036,-0.006914786002705036,-0.00421104946333073,-0.00421104946333073,0.0047899188092670845,0.0047899188092670845,0.006996378587057156,0.006996378587057156,-0.013909762874351618,-0.013909762874351618,-0.005208151655230442,-0.005208151655230442,-0.004560189516330722,-0.004560189516330722,-0.0017508429723968,-0.0017508429723968,-0.004560189516330722,-0.004560189516330722,-0.0024557402139794276,-0.0024557402139794276
2011-03-04,-0.013400316160912905,-0.013400316160912905,-0.0053244395778456926,-0.0053244395778456926,-0.007719933988705753,-0.007719933988705753,-0.021314426460717968,-0.021314426460717968,-0.005507369487954917,-0.005507369487954917,-0.0018807732901963505,-0.0018807732901963505,-0.003927019024446395,-0.003927019024446395,-0.008378008614112574,-0.008378008614112574,-0.015768284439663646,-0.015768284439663646,-0.00606988781724321,-0.00606988781724321,0.006960650066830908,0.006960650066830908,-0.00606988781724321,-0.00606988781724321,-0.008921965007336052,-0.008921965007336052
2011-03-07,0.004104846992497523,0.004104846992497523,-0.004231122084213888,-0.004231122084213888,-0.006131437820168551,-0.006131437820168551,-0.015238565856213682,-0.015238565856213682,0.0074911605977328695,0.0074911605977328695,-0.0002885680478074753,-0.0002885680478074753,-0.008844826915856316,-0.008844826915856316,0.0010584976104137537,0.0010584976104137537,0.0025390966903818856,0.0025390966903818856,0.0018373081597791558,0.0018373081597791558,-0.0020972845795780154,-0.0020972845795780154,0.0018373081597791558,0.0018373081597791558,-0.0017804674257059713,-0.0017804674257059713
2011-03-08,0.002847231359325756,0.002847231359325756,0.015615570675127251,0.015615570675127251,0.02570973771886024,0.02570973771886024,0.009888810073439775,0.009888810073439775,0.02091345957118657,0.02091345957118657,0.022826162629979697,0.022826162629979697,0.012270972756719158,0.012270972756719158,0.02365061056754678,0.02365061056754678,0.017076542971065915,0.017076542971065915,0.0056683912010021854,0.0056683912010021854,0.002862653045841941,0.002862653045841941,0.0056683912010021854,0.0056683912010021854,0.015636945316596117,0.015636945316596117
2011-03-09,0.017075427514219307,0.017075427514219307,-0.0022449031550480377,-0.0022449031550480377,0.007350117507109193,0.007350117507109193,0.002882075816144183,0.002882075816144183,-0.003012791811635346,-0.003012791811635346,0.003695565873694236,0.003695565873694236,0.008417172278468894,0.008417172278468894,0.011174826835270931,0.011174826835270931,0.011327837614181751,0.011327837614181751,0.0022658429229108386,0.0022658429229108386,-0.014086932661926368,-0.014086932661926368,0.0022658429229108386,0.0022658429229108386,0.0058572604144697706,0.0058572604144697706
2011-03-10,0.02708949395007757,0.02708949395007757,0.007773229595458792,0.007773229595458792,0.027463117230086483,0.027463117230086483,0.02966288701363847,0.02966288701363847,0.010536708747167056,0.010536708747167056,0.018522111429612874,0.018522111429612874,0.013432937442653226,0.013432937442653226,0.02773063549490748,0.02773063549490748,-0.0012409060994540552,-0.0012409060994540552,0.014620092828959007,0.014620092828959007,-0.012033982311629075,-0.012033982311629075,0.014620092828959007,0.014620092828959007,0.017548021596246438,0.017548021596246438
2011-03-11,0.016266788909491257,0.016266788909491257,-0.00031707962278304394,-0.00031707962278304394,0.00977627604329852,0.00977627604329852,0.020994205460537752,0.020994205460537752,0.016156295295097725,0.016156295295097725,0.010869329766016823,0.010869329766016823,0.0051286896530905145,0.0051286896530905145,-0.0010650781026701297,-0.0010650781026701297,0.004873337083587534,0.004873337083587534,0.01058657995754356,0.01058657995754356,-0.0057592382258954775,-0.0057592382258954775,0.01058657995754356,0.01058657995754356,0.009304772216355818,0.009304772216355818
2011-03-14,0.004018606820447301,0.004018606820447301,-0.014159302377091607,-0.014159302377091607,0.021271666950477962,0.021271666950477962,0.0015633589616951635,0.0015633589616951635,-0.005145414771309088,-0.005145414771309088,0.0044714122130414,0.0044714122130414,0.012970539884764301,0.012970539884764301,-0.006299083359892283,-0.006299083359892283,-0.008648147957514089,-0.008648147957514089,0.0020157238556467788,0.0020157238556467788,-0.002098404315890758,-0.002098404315890758,0.0020157238556467788,0.0020157238556467788,0.001276630029002252,0.001276630029002252
2011-03-15,0.01385763059453832,0.01385763059453832,0.014834267660840146,0.014834267660840146,0.023172147352144824,0.023172147352144824,0.02062241886343731,0.02062241886343731,0.005304111820533002,0.005304111820533002,0.023566093915921807,0.023566093915921807,0.023063582171871506,0.023063582171871506,0.018874598356432723,0.018874598356432723,0.001846509382739621,0.001846509382739621,0.00868988712549414,0.00868988712549414,-0.005464312716290142,-0.005464312716290142,0.00868988712549414,0.00868988712549414,0.01548031209475303,0.01548031209475303
